Date,SPY,QQQ,TLT,GLD,VNQ,EEM
2020-11-02,307.83245849609375,261.85919189453125,136.33546447753906,177.91000366210938,64.6847152709961,40.44999313354492
2020-11-03,313.2675476074219,266.3886413574219,135.54454040527344,178.9199981689453,65.93023681640625,40.6286506652832
2020-11-04,320.2688293457031,278.2798767089844,138.48486328125,178.82000732421875,66.04571533203125,41.90612030029297
2020-11-05,326.5150451660156,285.534912109375,138.7255859375,182.92999267578125,66.3591537475586,42.620784759521484
2020-11-06,326.4404296875,285.7481994628906,137.04905700683594,183.19000244140625,65.90548706054688,42.81731033325195
2020-11-09,330.5423278808594,279.9093017578125,134.16897583007812,175.0800018310547,68.23980712890625,43.112117767333984
2020-11-10,330.0576171875,274.8948974609375,133.395263671875,175.66000366210938,69.23787689208984,42.620784759521484
2020-11-11,332.5094299316406,281.0441589355469,133.87669372558594,174.89999389648438,69.50183868408203,42.89772415161133
2020-11-12,329.2838134765625,279.7250671386719,136.1549530029297,175.9600067138672,68.59449005126953,42.57611846923828
2020-11-13,333.8426208496094,282.17889404296875,135.97445678710938,177.16000366210938,70.42567443847656,43.174652099609375
2020-11-16,338.0097961425781,284.3806457519531,135.64772033691406,177.14999389648438,71.2175064086914,43.71064758300781
2020-11-17,336.1918029785156,283.4786376953125,136.5332794189453,176.5,71.28351593017578,43.665985107421875
2020-11-18,332.1458740234375,281.3835754394531,136.92869567871094,175.49000549316406,69.89775848388672,43.51411437988281
2020-11-19,333.54425048828125,283.5853271484375,137.6336669921875,175.16000366210938,70.16995239257812,43.5855827331543
2020-11-20,331.2601623535156,281.64544677734375,138.8544921875,175.69000244140625,69.79054260253906,43.826778411865234
2020-11-23,333.2459411621094,281.6551818847656,138.2183380126953,172.22999572753906,69.92250061035156,43.942909240722656
2020-11-24,338.6157531738281,285.6124572753906,136.84274291992188,169.58999633789062,70.29368591308594,44.53250503540039
2020-11-25,338.09368896484375,287.3680114746094,136.42149353027344,169.50999450683594,70.3349380493164,44.282379150390625
2020-11-27,339.03521728515625,290.015869140625,137.7454833984375,167.7899932861328,70.021484375,44.70224380493164
2020-11-30,337.5343322753906,290.6075134277344,137.573486328125,166.6699981689453,69.28736877441406,43.531978607177734
2020-12-01,341.2260437011719,294.3320007324219,135.5450897216797,170.17999267578125,70.1781997680664,44.38957214355469
2020-12-02,341.94390869140625,294.7103271484375,134.4693603515625,171.4600067138672,69.62554931640625,44.452110290527344
2020-12-03,341.8506774902344,295.1274108886719,135.5536651611328,172.80999755859375,70.2112045288086,44.9613037109375
2020-12-04,344.796630859375,296.33001708984375,133.56570434570312,172.32000732421875,71.28351593017578,45.42583465576172
2020-12-07,344.088134765625,298.008056640625,134.7705535888672,174.88999938964844,70.66487121582031,45.42583465576172
2020-12-08,345.094970703125,299.0166931152344,135.40736389160156,175.5,70.41741943359375,45.44370651245117
2020-12-09,341.9998779296875,292.2467956542969,134.95982360839844,172.5,69.98025512695312,45.05064010620117
2020-12-10,341.8880920410156,293.4202880859375,136.1561279296875,172.1699981689453,69.67505645751953,45.631309509277344
2020-12-11,341.48699951171875,292.7705078125,136.63803100585938,172.49000549316406,69.60907745361328,45.30970764160156
2020-12-14,339.95819091796875,294.8946533203125,136.25933837890625,171.5399932861328,69.30384826660156,45.074134826660156
2020-12-15,344.5542297363281,298.0467834472656,135.8032989501953,173.94000244140625,70.72261810302734,45.561519622802734
2020-12-16,345.094970703125,299.6860656738281,135.4417724609375,174.89999389648438,70.80509185791016,45.778141021728516
2020-12-17,347.0247802734375,301.645263671875,135.08340454101562,176.74000549316406,71.4897232055664,46.07597732543945
2020-12-18,345.6390380859375,300.7335205078125,134.67848205566406,176.44000244140625,70.05448150634766,46.02183151245117
2020-12-21,344.4033203125,300.1708984375,135.21266174316406,175.8800048828125,69.65855407714844,45.34490966796875
